1.8657	35.3130	0.0081
11.9403	35.6340	0.0162
0.7463	21.3483	0.0000
0.0000	21.3483	0.0020
0.0000	21.3483	0.0000
0.3731	21.3483	0.0061
2.2388	21.3483	0.0061
0.0000	18.4591	0.0020
0.0000	18.4591	0.0020
0.0000	18.4591	0.0020
0.0000	18.4591	0.0000
0.0000	18.4591	0.0040
0.0000	18.4591	0.0020
0.0000	18.4591	0.0000
2.2388	18.4591	0.0101
7.0896	18.7801	0.0020
3.3582	19.2616	0.0040
10.8209	19.2616	0.0020
7.0896	20.2247	0.0040
14.5522	21.1878	0.0040
30.9701	22.3114	0.0081
42.1642	25.6822	0.0061
25.3731	27.6083	0.0020
45.1493	29.5345	0.0081
50.7463	32.5843	0.0040
2.2388	33.2263	0.0020
0.0000	33.2263	0.0040
0.0000	32.5843	0.0020
0.0000	32.5843	0.0020
0.0000	32.5843	0.0000
0.0000	32.5843	0.0020
0.0000	32.5843	0.0020
0.0000	32.5843	0.0020
0.0000	32.5843	0.0000
0.0000	32.5843	0.0020
0.0000	32.5843	0.0000
0.0000	32.5843	0.0020
0.0000	32.5843	0.0020
0.0000	32.5843	0.0000
0.0000	32.5843	0.0020
0.0000	32.5843	0.0000
0.0000	32.5843	0.0020
0.0000	32.5843	0.0000
0.0000	32.5843	0.0020
0.0000	32.5843	0.0000
0.0000	32.5843	0.0020
0.0000	32.5843	0.0000
0.0000	32.5843	0.0020
0.0000	32.5843	0.0000
0.3731	32.5843	0.0020
0.0000	32.5843	0.0020
0.0000	32.5843	0.0020
0.0000	32.5843	0.0000
0.0000	32.5843	0.0020
0.0000	32.5843	0.0000
0.0000	32.5843	0.0040
0.0000	32.5843	0.0020
0.0000	32.5843	0.0000
0.3731	32.5843	0.0000
0.0000	32.5843	0.0020
0.0000	32.5843	0.0000
0.0000	32.5843	0.0000
0.0000	32.5843	0.0020
0.0000	32.5843	0.0020
10.8209	32.5843	0.0020
6.3433	33.3868	0.0020
0.0000	33.0658	0.0020
0.0000	33.0658	0.0020
0.0000	33.0658	0.0020
0.0000	33.0658	0.0000
0.0000	33.0658	0.0020
0.0000	33.0658	0.0020
0.0000	33.0658	0.0020
0.0000	33.0658	0.0020
0.0000	33.0658	0.0020
0.0000	33.0658	0.0000
0.0000	33.0658	0.0020
0.0000	33.0658	0.0020
4.1045	33.0658	0.1798
0.0000	33.0658	0.0020
0.0000	33.0658	0.0000
0.0000	33.0658	0.0020
0.0000	33.0658	0.0040
0.0000	33.0658	0.0000
0.0000	33.0658	0.0020
0.3731	33.0658	0.0020
27.9851	33.2263	0.0465
65.6716	38.3628	0.0020
62.6866	41.7335	0.0020
60.0746	56.3403	0.2565
54.4776	76.5650	40.2779
38.0597	76.8860	51.6188
50.7463	78.8122	75.1409
62.3134	81.2199	47.8883
51.8657	80.0963	61.5358
39.1791	81.7014	4.9969
39.5522	34.8315	0.0020
0.0000	34.8315	0.0040
40.2985	38.3628	0.0081
69.4030	43.6597	0.0020
65.2985	46.0674	0.2626
39.1791	77.5281	7.5539
51.1194	78.1701	47.6844
45.5224	77.6886	77.7302
54.8507	79.9358	46.8583
48.5075	81.0594	61.4449
53.7313	80.4173	40.0436
52.6119	57.9454	0.0040
11.1940	35.6340	0.0020
1.1194	35.6340	0.0000
42.5373	78.3307	49.9626
36.1940	78.3307	59.6009
54.4776	85.5538	1.0200
36.5672	87.4799	0.5655
20.1493	40.7705	0.2000
61.5672	42.5361	0.0020
67.1642	47.3515	0.0444
47.3881	50.4013	1.3997
48.8806	60.3531	5.0211
54.8507	81.2199	19.8057
45.8955	82.3435	58.8940
51.8657	82.1830	63.8848
55.2239	83.9486	70.0834
62.3134	83.1461	33.0411
51.4925	85.5538	32.5483
33.2090	64.0449	0.0020
7.4627	41.0915	0.0040
69.7761	44.3018	0.0000
64.1791	49.2777	0.0040
55.9701	51.6854	0.5231
50.7463	83.4671	37.5815
47.0149	83.4671	44.6446
65.2985	86.8379	0.9978
14.1791	41.7335	0.0040
1.4925	41.7335	0.0000
55.2239	43.4992	0.0061
63.0597	48.7961	0.0040
59.7015	52.3274	0.7433
54.1045	70.4655	12.3084
50.0000	84.5907	46.0100
9.3284	42.3756	0.0000
55.9701	45.4254	0.0040
55.9701	50.0803	0.0040
59.7015	53.2905	0.2605
47.7612	80.5778	8.6324
35.4478	84.5907	20.9065
33.5821	84.2697	26.1538
22.7612	84.1091	19.9026
15.6716	84.1091	18.4969
