1316851144.0000	0.5263	28.6932	0.0000	0.0000
1316851145.0000	0.5263	28.6932	0.0014	0.0000
1316851146.0000	0.5263	28.6932	0.0014	0.0000
1316851147.0000	0.5263	28.6932	0.0000	0.0000
1316851148.0000	0.5263	28.6932	0.0014	0.0000
1316851149.0000	0.5263	28.6932	0.0014	0.0000
1316851150.0000	0.5263	28.6932	0.0014	0.0000
1316851151.0000	0.5263	28.6932	0.0000	0.0000
1316851152.0000	0.5263	28.6932	0.0014	0.0000
1316851153.0000	0.5263	28.6932	0.0000	0.0000
1316851154.0000	0.5263	28.6932	0.0014	0.0000
1316851155.0000	0.5263	28.6932	0.0014	0.0000
1316851156.0000	0.5263	28.6932	0.0014	0.0000
1316851157.0000	0.5263	28.6932	0.0000	0.0000
1316851158.0000	1.5789	28.6932	0.0014	0.0000
1316851159.0000	0.5263	28.6932	0.0000	0.0000
1316851160.0000	0.5263	28.6932	0.0028	0.0000
1316851161.0000	0.5263	28.6932	0.0014	0.0000
1316851162.0000	0.0000	28.6932	0.0014	0.0000
1316851163.0000	0.5263	28.6932	0.0014	0.0000
1316851164.0000	0.0000	28.6932	0.0000	0.0000
1316851165.0000	0.0000	28.6932	0.0014	0.0000
1316851166.0000	0.5263	28.6932	0.0014	0.0000
1316851167.0000	4.2105	28.6932	0.0014	0.0000
1316851168.0000	16.8421	28.8352	0.0028	0.0000
1316851169.0000	1.5789	28.8352	0.0014	0.0000
1316851170.0000	1.5789	28.8352	0.0014	0.0000
1316851171.0000	0.5263	28.9773	0.0014	0.0000
1316851172.0000	0.5263	28.9773	0.0014	0.0000
1316851173.0000	0.5263	28.9773	0.0014	0.0000
1316851174.0000	0.5263	28.9773	0.0000	0.0000
1316851175.0000	1.5789	28.9773	0.1246	0.0000
1316851176.0000	0.5263	28.9773	0.0014	0.0000
1316851177.0000	1.0526	28.9773	0.0028	0.0000
1316851178.0000	0.5263	28.9773	0.0014	0.0000
1316851179.0000	0.0000	28.9773	0.0000	0.0000
1316851180.0000	0.5263	28.9773	0.0014	0.0000
1316851181.0000	33.1579	28.9773	0.0318	0.0000
1316851182.0000	81.0526	29.2614	0.0028	0.0000
1316851183.0000	93.6842	35.3693	0.0000	0.0000
1316851184.0000	83.6842	38.9205	0.0042	0.0000
1316851185.0000	81.5789	47.1591	10.0918	0.0000
1316851186.0000	71.0526	67.4716	41.1573	0.0000
1316851187.0000	69.4737	67.3295	46.1353	0.0000
1316851188.0000	73.1579	68.4659	40.5193	0.0000
1316851189.0000	64.7368	71.4489	36.5141	0.0000
1316851190.0000	78.9474	71.4489	18.6307	0.0000
1316851191.0000	54.2105	51.7045	0.0028	0.0000
1316851192.0000	0.0000	30.6818	0.0014	0.0000
1316851193.0000	40.5263	30.6818	0.0028	0.0000
1316851194.0000	88.4211	35.0852	0.0014	0.0000
1316851195.0000	41.5789	37.5000	0.0014	0.0000
1316851196.0000	81.0526	40.3409	0.2090	0.0000
1316851197.0000	80.0000	54.6875	10.1457	2.0000
1316851198.0000	54.7368	68.4659	27.6734	2.0000
1316851199.0000	56.3158	68.4659	48.8520	2.0000
1316851200.0000	73.6842	70.3125	27.8437	2.0000
1316851201.0000	77.3684	73.1534	29.2096	2.0000
1316851202.0000	67.8947	72.8693	34.0175	2.0000
1316851203.0000	74.2105	72.4432	15.1390	0.0000
1316851204.0000	28.4211	51.7045	0.0014	0.0000
1316851205.0000	32.6316	31.3920	0.0042	0.0000
1316851206.0000	97.3684	40.9091	0.0014	0.0000
1316851207.0000	96.3158	40.9091	0.0028	0.0000
1316851209.0000	76.8421	48.5795	8.9279	2.0000
1316851209.0000	68.9474	69.1761	24.2938	2.0000
1316851210.0000	48.4211	69.1761	40.5746	2.0000
1316851211.0000	32.1053	69.0341	23.9188	2.0000
1316851212.0000	76.3158	71.8750	40.8832	2.0000
1316851213.0000	72.6316	74.1477	39.2087	2.0000
1316851214.0000	83.1579	73.5795	15.1238	2.0000
1316851215.0000	71.5789	74.1477	0.0028	2.0000
1316851216.0000	21.0526	31.9602	0.2436	0.0000
1316851217.0000	40.5263	32.1023	0.4844	0.0000
1316851218.0000	75.7895	34.9432	0.6076	0.0000
1316851219.0000	76.8421	37.5000	0.5107	0.0000
1316851220.0000	74.7368	39.7727	0.6463	0.0000
1316851221.0000	75.7895	44.1761	0.4152	0.0000
1316851222.0000	78.9474	46.4489	0.8594	0.0000
1316851223.0000	75.2632	60.0852	9.2586	0.0000
1316851224.0000	74.2105	61.5057	12.1704	0.0000
1316851225.0000	77.3684	62.3580	15.2982	0.0000
1316851226.0000	52.6316	62.9261	11.6764	0.0000
1316851227.0000	39.4737	63.6364	11.7608	0.0000
1316851228.0000	50.0000	63.6364	16.5493	0.0000
1316851229.0000	43.1579	76.8466	21.8553	2.0000
1316851230.0000	80.5263	78.5511	27.5572	2.0000
1316851231.0000	54.2105	58.0966	29.5791	2.0000
1316851232.0000	62.6316	58.9489	33.5788	2.0000
1316851233.0000	93.6842	62.5000	5.5912	0.0000
1316851234.0000	73.1579	44.0341	0.0014	0.0000
1316851235.0000	59.4737	58.0966	11.8037	0.0000
1316851236.0000	75.7895	60.7955	27.9156	0.0000
1316851237.0000	77.8947	62.0739	19.5151	0.0000
1316851238.0000	73.1579	62.2159	10.4377	0.0000
1316851239.0000	65.2632	62.2159	8.5957	0.0000
